codigo_cliente,count(codigo_pedido),idade,pedidos
e5acbd0866086168209835f911ea7f27,3,25,"[Row(pedidos='7196e47d94acf1324bb3e8fdc1ac4855', data=datetime.date(2018, 11, 23)), Row(pedidos='86a08d65a784f9777f37a2525efe6bc1', data=datetime.date(2018, 11, 23)), Row(pedidos='60f7d72227f085a7beec2ac998a83b5c', data=datetime.date(2018, 11, 23))]"
55a021531f749373702ce185791c8e8e,3,22,"[Row(pedidos='0ab3b13962c74a6114263e477ca624d2', data=datetime.date(2017, 11, 24)), Row(pedidos='b9998c459b080ea2a5c7bc387cf4695c', data=datetime.date(2017, 11, 24)), Row(pedidos='26954ea2b47d75f0a7ee24bc01f687e3', data=datetime.date(2017, 11, 24))]"
f8c3dababb4fdf6bd60653ad885eb907,3,24,"[Row(pedidos='4a2410f36334cd4b03f9c83bed7cf386', data=datetime.date(2018, 11, 23)), Row(pedidos='7acb19b7c5b16a262ac5d30b9ca8be22', data=datetime.date(2018, 11, 23)), Row(pedidos='60ef40f26599dbdaa85b397f998f9012', data=datetime.date(2018, 11, 23))]"
0ff625a0b9625af87811e82fefcb586b,3,27,"[Row(pedidos='cef49b655518db5b22ab4636c9ec6ed3', data=datetime.date(2018, 11, 23)), Row(pedidos='fedb324816468e2eb3d32d3ebbda7f78', data=datetime.date(2018, 11, 23)), Row(pedidos='03e5eded6658db6bb7488335118afb4d', data=datetime.date(2018, 11, 23))]"
8f6e5498b9210a0411f5bae2697c07ff,3,23,"[Row(pedidos='dc4bf08f098a5fb6d6d3f92b480d68f9', data=datetime.date(2017, 11, 24)), Row(pedidos='ab8e78e71bd678a22643a31c5502dc79', data=datetime.date(2018, 11, 23)), Row(pedidos='b851295a76b1f7f661535fb76e36ff98', data=datetime.date(2018, 11, 23))]"
d786fd2f6005eab61fb3eae7fd7613c0,3,26,"[Row(pedidos='0f60c7be937aab941b0087dd9723b643', data=datetime.date(2017, 11, 24)), Row(pedidos='d5835aae85fdec2e0f80cb9f032d5954', data=datetime.date(2017, 11, 24)), Row(pedidos='d5835aae85fdec2e0f80cb9f032d5954', data=datetime.date(2017, 11, 24))]"
3764778bba2e68e0985690ad13a35111,3,29,"[Row(pedidos='dd91db9136489c5a9a04d57e2bc5bba1', data=datetime.date(2018, 11, 23)), Row(pedidos='709177e0ad7aa90e3ac30cc257cd8964', data=datetime.date(2018, 11, 23)), Row(pedidos='b19e90b0ac9e04e61b08631332879f0d', data=datetime.date(2018, 11, 23))]"
660bd95b7dca68b0746dda94242a7bdc,3,20,"[Row(pedidos='e947830ee83112930ffb63390b069e6c', data=datetime.date(2018, 11, 23)), Row(pedidos='8a8e949975e3a535a3d530a9b0193046', data=datetime.date(2018, 11, 23)), Row(pedidos='7e3069b02ac71591f59707121a7c7eb5', data=datetime.date(2018, 11, 23))]"
b1711097e1a99683eb766b8f1ec17f33,3,25,"[Row(pedidos='be3a1bdda2225896b339ae789dd105f6', data=datetime.date(2017, 11, 24)), Row(pedidos='b99294980694c209393d3f7fc502034d', data=datetime.date(2017, 11, 24)), Row(pedidos='b9a0235bd1ff6c976b0ef5e6ce5f37f1', data=datetime.date(2017, 11, 24))]"
07dcdb642a376c139e2f9a7223d540f6,3,25,"[Row(pedidos='1bca7bd3579e16c29c84ec9db5002186', data=datetime.date(2018, 11, 23)), Row(pedidos='658d071227033aa72bba2c84084b2070', data=datetime.date(2018, 11, 23)), Row(pedidos='b3af82eb4fea94b5b21f81fec980fb6d', data=datetime.date(2018, 11, 23))]"
0ec8b1026c8aad8730656da01deaca33,3,29,"[Row(pedidos='ab2799f3a6e5dd5e5791a283c0441a8e', data=datetime.date(2018, 11, 23)), Row(pedidos='46eef06740b2fa61a404a1468c2d088a', data=datetime.date(2018, 11, 23)), Row(pedidos='b53a4e40d0ddd8213e24998c280c8e69', data=datetime.date(2018, 11, 23))]"
